OrderNumber,OrderDate,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Revenue,Total Unit Cost
3397,17-08-2014,5,Wholesale,USD,AXW291,2,13,10,201,2010,142.71
3398,17-08-2014,43,Distributor,USD,GUT930,34,14,9,864.3,7778.7,622.296
3399,18-08-2014,20,Distributor,USD,FLR025,62,5,9,1072,9648,814.72
3400,18-08-2014,10,Wholesale,USD,AXW291,29,7,10,817.4,8174,645.746
3401,18-08-2014,38,Export,USD,AXW291,18,9,6,3946.3,23677.8,2801.873
3402,18-08-2014,32,Wholesale,USD,NXH382,52,13,6,737,4422,412.72
3403,18-08-2014,47,Wholesale,USD,AXW291,24,7,7,2559.4,17915.8,1356.482
3404,19-08-2014,10,Distributor,USD,GUT930,45,5,7,6351.6,44461.2,2921.736
3405,19-08-2014,8,Wholesale,USD,AXW291,21,7,10,5721.8,57218,3719.17
3406,19-08-2014,24,Wholesale,USD,GUT930,38,11,7,6137.2,42960.4,4296.04
3407,19-08-2014,30,Wholesale,USD,AXW291,29,9,10,261.3,2613,198.588
3408,20-08-2014,40,Distributor,USD,AXW291,27,7,7,3919.5,27436.5,2900.43
3409,20-08-2014,37,Wholesale,USD,GUT930,32,7,9,1259.6,11336.4,919.508
3410,20-08-2014,38,Export,USD,AXW291,18,7,11,2358.4,25942.4,1532.96
3411,20-08-2014,45,Distributor,USD,FLR025,66,5,11,2887.7,31764.7,1443.85
3412,20-08-2014,42,Wholesale,USD,FLR025,65,1,12,1065.3,12783.6,628.527
3413,20-08-2014,5,Wholesale,USD,AXW291,16,7,12,5326.5,63918,2503.455
3414,20-08-2014,31,Wholesale,USD,NXH382,51,2,11,3423.7,37660.7,1540.665
3415,21-08-2014,45,Distributor,USD,GUT930,31,7,10,3879.3,38793,1823.271
3416,21-08-2014,22,Wholesale,USD,NXH382,59,7,10,3926.2,39262,3258.746
3417,21-08-2014,44,Export,USD,GUT930,46,11,9,998.3,8984.7,798.64
3418,21-08-2014,40,Export,USD,AXW291,2,11,12,917.9,11014.8,523.203
3419,21-08-2014,46,Export,USD,AXW291,1,9,10,1098.8,10988,637.304
3420,22-08-2014,44,Distributor,USD,GUT930,34,10,5,3993.2,19966,2515.716
3421,22-08-2014,14,Wholesale,USD,AXW291,21,13,11,2485.7,27342.7,1640.562
3422,22-08-2014,33,Distributor,USD,AXW291,1,2,11,221.1,2432.1,121.605
3423,22-08-2014,26,Distributor,USD,NXH382,54,1,8,2237.8,17902.4,1566.46
3424,22-08-2014,40,Wholesale,USD,AXW291,8,1,9,2244.5,20200.5,1391.59
3425,22-08-2014,24,Distributor,USD,NXH382,54,12,12,737,8844,449.57
3426,23-08-2014,18,Wholesale,USD,NXH382,54,2,11,2244.5,24689.5,1279.365
3427,23-08-2014,36,Distributor,USD,GUT930,43,1,11,3953,43483,2767.1
3428,23-08-2014,27,Distributor,USD,AXW291,9,1,7,4020,28140,2251.2
3429,23-08-2014,29,Wholesale,USD,AXW291,31,11,5,6411.9,32059.5,3911.259
3430,23-08-2014,24,Wholesale,USD,AXW291,4,2,8,1782.2,14257.6,1354.472
3431,24-08-2014,19,Wholesale,USD,NXH382,49,2,6,998.3,5989.8,549.065
3432,24-08-2014,37,Distributor,USD,GUT930,47,7,12,710.2,8522.4,568.16
3433,24-08-2014,30,Wholesale,USD,AXW291,27,11,10,227.8,2278,154.904
3434,24-08-2014,35,Wholesale,USD,GUT930,32,7,6,1065.3,6391.8,724.404
3435,24-08-2014,49,Wholesale,USD,NXH382,57,6,11,214.4,2358.4,120.064
3436,24-08-2014,17,Export,USD,AXW291,26,11,12,1286.4,15436.8,836.16
3437,25-08-2014,44,Wholesale,USD,GUT930,33,11,8,1051.9,8415.2,715.292
3438,25-08-2014,45,Distributor,USD,FLR025,62,1,10,5272.9,52729,3849.217
3439,25-08-2014,26,Export,USD,GUT930,37,1,10,1018.4,10184,835.088
3440,26-08-2014,31,Wholesale,USD,AXW291,18,7,11,3651.5,40166.5,2117.87
3441,26-08-2014,30,Wholesale,USD,AXW291,11,2,10,2284.7,22847,1759.219
3442,26-08-2014,16,Wholesale,USD,AXW291,29,5,10,6378.4,63784,3061.632
3443,26-08-2014,38,Distributor,USD,NXH382,59,2,11,6385.1,70236.1,4661.123
3444,27-08-2014,32,Wholesale,USD,AXW291,5,2,7,5065.2,35456.4,3900.204
3445,27-08-2014,31,Distributor,USD,GUT930,41,9,9,1085.4,9768.6,586.116
3446,27-08-2014,10,Wholesale,USD,GUT930,39,2,8,2445.5,19564,1760.76
3447,27-08-2014,31,Wholesale,USD,AXW291,6,2,5,247.9,1239.5,131.387
3448,27-08-2014,45,Wholesale,USD,NXH382,57,2,8,1072,8576,825.44
3449,27-08-2014,29,Wholesale,USD,AXW291,26,7,5,2599.6,12998,1429.78
3450,28-08-2014,20,Wholesale,USD,AXW291,13,7,10,254.6,2546,178.22
3451,28-08-2014,48,Wholesale,USD,NXH382,50,11,11,6378.4,70162.4,3890.824
3452,28-08-2014,8,Export,USD,GUT930,42,1,7,261.3,1829.1,164.619
3453,28-08-2014,10,Wholesale,USD,FLR025,62,11,12,2345,28140,1969.8
3454,28-08-2014,30,Distributor,USD,AXW291,13,5,12,1675,20100,670
3455,28-08-2014,24,Wholesale,USD,AXW291,10,5,12,2512.5,30150,1130.625
3456,28-08-2014,32,Wholesale,USD,GUT930,32,5,6,3926.2,23557.2,2905.388
3457,28-08-2014,45,Wholesale,USD,GUT930,40,1,11,5366.7,59033.7,4239.693
3458,29-08-2014,17,Wholesale,USD,NXH382,53,11,6,877.7,5266.2,623.167
3459,29-08-2014,47,Export,USD,NXH382,49,9,9,1058.6,9527.4,539.886
3460,29-08-2014,19,Wholesale,USD,NXH382,50,7,6,1072,6432,493.12
3461,29-08-2014,29,Wholesale,USD,NXH382,60,1,9,3912.8,35215.2,2543.32
3462,29-08-2014,39,Distributor,USD,NXH382,55,4,6,227.8,1366.8,107.066
3463,29-08-2014,29,Wholesale,USD,AXW291,6,1,8,1139,9112,558.11
3464,29-08-2014,47,Wholesale,USD,GUT930,40,1,10,201,2010,98.49
3465,30-08-2014,35,Distributor,USD,NXH382,59,7,7,1038.5,7269.5,799.645
3466,31-08-2014,12,Wholesale,USD,AXW291,28,14,6,254.6,1527.6,142.576
3467,31-08-2014,44,Distributor,USD,NXH382,58,1,7,1058.6,7410.2,518.714
3468,31-08-2014,10,Wholesale,USD,NXH382,53,7,9,247.9,2231.1,198.32
3469,31-08-2014,34,Wholesale,USD,FLR025,60,7,9,1025.1,9225.9,481.797
3470,31-08-2014,19,Wholesale,USD,NXH382,58,2,6,5782.1,34692.6,3700.544
3471,31-08-2014,25,Wholesale,USD,AXW291,18,7,5,1051.9,5259.5,462.836
3472,31-08-2014,26,Wholesale,USD,GUT930,43,11,7,844.2,5909.4,379.89
3473,31-08-2014,20,Wholesale,USD,GUT930,34,5,10,2412,24120,2026.08
3474,01-09-2014,18,Distributor,USD,NXH382,53,9,7,1031.8,7222.6,804.804
3475,01-09-2014,21,Wholesale,USD,GUT930,31,9,7,5983.1,41881.7,3410.367
3476,01-09-2014,12,Distributor,USD,AXW291,24,5,9,830.8,7477.2,697.872
3477,01-09-2014,1,Export,USD,NXH382,48,7,12,1092.1,13105.2,633.418
3478,01-09-2014,24,Distributor,USD,GUT930,35,11,6,1011.7,6070.2,718.307
3479,01-09-2014,25,Distributor,USD,GUT930,38,2,11,1882.7,20709.7,1186.101
3480,02-09-2014,8,Export,USD,AXW291,31,2,6,1252.9,7517.4,914.617
3481,02-09-2014,6,Distributor,USD,AXW291,26,5,9,1708.5,15376.5,1435.14
3482,02-09-2014,37,Distributor,USD,NXH382,49,11,11,1273,14003,954.75
3483,02-09-2014,3,Wholesale,USD,GUT930,40,5,5,2438.8,12194,1341.34
3484,02-09-2014,27,Distributor,USD,GUT930,46,11,9,3061.9,27557.1,1745.283
3485,02-09-2014,2,Distributor,USD,FLR025,65,11,8,3061.9,24495.2,1224.76
3486,02-09-2014,6,Wholesale,USD,AXW291,22,1,12,167.5,2010,142.375
3487,02-09-2014,47,Export,USD,NXH382,59,2,5,3993.2,19966,3234.492
3488,02-09-2014,10,Export,USD,NXH382,59,7,5,1125.6,5628,585.312
3489,03-09-2014,17,Wholesale,USD,GUT930,35,11,12,1159.1,13909.2,846.143
3490,03-09-2014,29,Wholesale,USD,GUT930,40,10,5,1038.5,5192.5,810.03
3491,03-09-2014,33,Wholesale,USD,GUT930,40,9,7,214.4,1500.8,135.072
3492,03-09-2014,47,Wholesale,USD,AXW291,21,11,7,1748.7,12240.9,804.402
3493,03-09-2014,38,Export,USD,NXH382,50,7,8,2834.1,22672.8,1445.391
3494,04-09-2014,39,Wholesale,USD,GUT930,42,4,5,2324.9,11624.5,953.209
3495,04-09-2014,43,Distributor,USD,GUT930,41,8,11,1815.7,19972.7,1470.717
3496,04-09-2014,5,Wholesale,USD,AXW291,13,14,6,187.6,1125.6,99.428
3497,04-09-2014,11,Export,USD,GUT930,41,11,11,1232.8,13560.8,505.448
3498,05-09-2014,38,Wholesale,USD,NXH382,59,2,12,978.2,11738.4,498.882
3499,05-09-2014,1,Export,USD,GUT930,38,5,5,1172.5,5862.5,914.55
3500,05-09-2014,28,Distributor,USD,AXW291,27,7,5,1105.5,5527.5,442.2
3501,05-09-2014,10,Wholesale,USD,FLR025,63,2,7,2760.4,19322.8,1739.052
3502,05-09-2014,47,Export,USD,AXW291,10,2,6,268,1608,134
3503,06-09-2014,21,Wholesale,USD,AXW291,14,11,7,1246.2,8723.4,984.498
3504,06-09-2014,42,Wholesale,USD,GUT930,39,13,8,2720.2,21761.6,1441.706
3505,06-09-2014,13,Export,USD,GUT930,32,2,7,1132.3,7926.1,962.455
3506,06-09-2014,21,Wholesale,USD,GUT930,42,9,5,1051.9,5259.5,494.393
3507,06-09-2014,16,Distributor,USD,NXH382,60,7,6,1112.2,6673.2,556.1
3508,06-09-2014,21,Wholesale,USD,AXW291,23,8,9,3886,34974,2953.36
3509,07-09-2014,45,Distributor,USD,FLR025,61,13,8,2479,19832,1834.46
3510,07-09-2014,24,Distributor,USD,AXW291,25,13,11,1085.4,11939.4,542.7
3511,07-09-2014,21,Wholesale,USD,GUT930,38,9,8,683.4,5467.2,369.036
3512,07-09-2014,26,Distributor,USD,NXH382,51,7,9,944.7,8502.3,415.668
3513,07-09-2014,33,Wholesale,USD,GUT930,38,12,10,1045.2,10452,648.024
3514,07-09-2014,18,Wholesale,USD,FLR025,62,7,12,1118.9,13426.8,626.584
3515,07-09-2014,30,Distributor,USD,GUT930,47,3,8,1956.4,15651.2,782.56
3516,07-09-2014,42,Export,USD,AXW291,15,2,9,1085.4,9768.6,434.16
3517,08-09-2014,20,Export,USD,NXH382,58,13,10,1112.2,11122,934.248
3518,08-09-2014,12,Wholesale,USD,AXW291,13,10,5,247.9,1239.5,146.261
3519,08-09-2014,40,Wholesale,USD,GUT930,45,7,8,1139,9112,728.96
3520,08-09-2014,41,Wholesale,USD,AXW291,24,1,11,1038.5,11423.5,633.485
3521,08-09-2014,46,Export,USD,GUT930,33,6,5,1078.7,5393.5,841.386
3522,08-09-2014,29,Distributor,USD,GUT930,35,9,12,3604.6,43255.2,2270.898
3523,08-09-2014,16,Export,USD,AXW291,26,13,5,871,4355,531.31
3524,09-09-2014,47,Wholesale,USD,AXW291,24,5,9,984.9,8864.1,512.148
3525,09-09-2014,39,Wholesale,USD,AXW291,28,7,12,5989.8,71877.6,4552.248
3526,09-09-2014,28,Distributor,USD,AXW291,16,2,12,978.2,11738.4,616.266
3527,09-09-2014,8,Wholesale,USD,AXW291,1,9,11,1701.8,18719.8,1429.512
3528,10-09-2014,24,Distributor,USD,AXW291,31,7,12,1688.4,20260.8,1080.576
3529,10-09-2014,16,Wholesale,USD,GUT930,32,7,12,2479,29748,1065.97
3530,10-09-2014,42,Wholesale,USD,AXW291,11,3,12,214.4,2572.8,175.808
3531,11-09-2014,41,Wholesale,USD,AXW291,8,5,11,1902.8,20930.8,1046.54
3532,11-09-2014,11,Wholesale,USD,NXH382,49,12,8,268,2144,214.4
3533,11-09-2014,5,Distributor,USD,AXW291,3,11,12,884.4,10612.8,725.208
3534,11-09-2014,32,Export,USD,GUT930,36,12,11,1118.9,12307.9,939.876
3535,11-09-2014,10,Wholesale,USD,AXW291,2,11,5,1976.5,9882.5,1462.61
3536,11-09-2014,41,Wholesale,USD,AXW291,7,2,9,6411.9,57707.1,3526.545
3537,11-09-2014,18,Wholesale,USD,FLR025,62,11,9,1279.7,11517.3,870.196
3538,11-09-2014,1,Wholesale,USD,AXW291,14,8,11,1051.9,11570.9,831.001
3539,11-09-2014,42,Wholesale,USD,AXW291,22,13,11,1889.4,20783.4,1020.276
3540,12-09-2014,49,Export,USD,GUT930,38,7,5,1078.7,5393.5,528.563
3541,12-09-2014,48,Export,USD,GUT930,43,2,6,2505.8,15034.8,1678.886
3542,13-09-2014,13,Wholesale,USD,FLR025,61,2,12,2847.5,34170,1708.5
3543,13-09-2014,15,Wholesale,USD,NXH382,50,1,9,2780.5,25024.5,1445.86
3544,13-09-2014,12,Distributor,USD,NXH382,52,1,11,2358.4,25942.4,1249.952
3545,13-09-2014,17,Wholesale,USD,NXH382,57,1,7,6411.9,44883.3,4680.687
3546,14-09-2014,38,Wholesale,USD,AXW291,6,13,11,1118.9,12307.9,469.938
3547,14-09-2014,50,Wholesale,USD,AXW291,15,6,5,5279.6,26398,3431.74
3548,14-09-2014,41,Export,USD,NXH382,50,9,7,1172.5,8207.5,644.875
3549,14-09-2014,49,Distributor,USD,AXW291,1,1,12,1045.2,12542.4,480.792
3550,14-09-2014,1,Wholesale,USD,GUT930,37,1,7,1025.1,7175.7,635.562
3551,15-09-2014,49,Wholesale,USD,AXW291,13,5,8,5420.3,43362.4,3577.398
3552,15-09-2014,37,Wholesale,USD,FLR025,62,6,9,844.2,7597.8,616.266
3553,15-09-2014,42,Wholesale,USD,AXW291,28,2,6,3859.2,23155.2,3241.728
3554,15-09-2014,45,Export,USD,NXH382,55,5,10,3986.5,39865,2232.44
3555,15-09-2014,15,Distributor,USD,AXW291,17,9,11,1829.1,20120.1,859.677
3556,15-09-2014,11,Export,USD,AXW291,28,3,12,2425.4,29104.8,1455.24
3557,15-09-2014,14,Distributor,USD,AXW291,21,2,8,1078.7,8629.6,679.581
3558,15-09-2014,5,Wholesale,USD,AXW291,28,1,7,3189.2,22324.4,2423.792
3559,15-09-2014,18,Wholesale,USD,NXH382,59,7,6,810.7,4864.2,664.774
3560,15-09-2014,18,Distributor,USD,GUT930,32,7,6,3819,22914,2062.26
3561,16-09-2014,7,Wholesale,USD,AXW291,27,7,7,3564.4,24950.8,2566.368
3562,17-09-2014,48,Distributor,USD,GUT930,34,1,5,2351.7,11758.5,1011.231
3563,17-09-2014,33,Wholesale,USD,GUT930,43,5,12,1165.8,13989.6,827.718
3564,18-09-2014,48,Export,USD,AXW291,23,3,8,1112.2,8897.6,633.954
3565,18-09-2014,50,Distributor,USD,GUT930,39,1,11,877.7,9654.7,623.167
3566,18-09-2014,26,Wholesale,USD,NXH382,55,11,6,1788.9,10733.4,1431.12
3567,18-09-2014,37,Export,USD,AXW291,26,7,11,2546,28006,1374.84
3568,19-09-2014,37,Wholesale,USD,AXW291,16,1,12,2465.6,29587.2,1725.92
3569,19-09-2014,43,Wholesale,USD,NXH382,53,5,12,5956.3,71475.6,4228.973
3570,19-09-2014,34,Wholesale,USD,NXH382,54,6,5,1072,5360,686.08
3571,19-09-2014,19,Wholesale,USD,FLR025,61,1,11,978.2,10760.2,674.958
3572,19-09-2014,33,Wholesale,USD,GUT930,38,2,7,180.9,1266.3,79.596
3573,19-09-2014,41,Wholesale,USD,AXW291,21,9,9,857.6,7718.4,428.8
3574,20-09-2014,41,Distributor,USD,FLR025,62,14,7,5755.3,40287.1,3740.945
3575,20-09-2014,3,Export,USD,NXH382,51,2,10,2485.7,24857,1988.56
3576,20-09-2014,30,Distributor,USD,GUT930,36,9,7,864.3,6050.1,639.582
3577,21-09-2014,17,Distributor,USD,AXW291,10,9,7,817.4,5721.8,498.614
3578,21-09-2014,25,Distributor,USD,AXW291,31,2,5,1038.5,5192.5,675.025
3579,22-09-2014,32,Wholesale,USD,AXW291,21,1,11,1092.1,12013.1,928.285
3580,22-09-2014,13,Distributor,USD,NXH382,55,5,11,3825.7,42082.7,1912.85
3581,22-09-2014,20,Export,USD,NXH382,54,1,9,167.5,1507.5,128.975
3582,22-09-2014,24,Distributor,USD,AXW291,15,9,11,3939.6,43335.6,2127.384
3583,23-09-2014,19,Wholesale,USD,AXW291,6,7,10,261.3,2613,167.232
3584,23-09-2014,12,Wholesale,USD,GUT930,43,7,12,2385.2,28622.4,1454.972
3585,23-09-2014,10,Export,USD,AXW291,13,11,11,3865.9,42524.9,3131.379
3586,23-09-2014,2,Export,USD,NXH382,53,2,10,3832.4,38324,1571.284
3587,23-09-2014,1,Wholesale,USD,AXW291,24,13,10,3852.5,38525,2658.225
3588,23-09-2014,26,Export,USD,AXW291,1,7,7,214.4,1500.8,137.216
3589,23-09-2014,47,Wholesale,USD,NXH382,55,2,6,254.6,1527.6,178.22
3590,24-09-2014,22,Distributor,USD,FLR025,64,5,6,1092.1,6552.6,436.84
3591,24-09-2014,20,Wholesale,USD,FLR025,63,4,6,1688.4,10130.4,911.736
3592,25-09-2014,1,Wholesale,USD,AXW291,16,7,9,3021.7,27195.3,1269.114
3593,25-09-2014,42,Wholesale,USD,AXW291,20,11,5,3926.2,19631,2866.126
3594,25-09-2014,34,Distributor,USD,AXW291,16,13,11,2257.9,24836.9,1241.845
3595,25-09-2014,49,Distributor,USD,AXW291,23,6,6,2586.2,15517.2,2172.408
3596,25-09-2014,28,Wholesale,USD,NXH382,50,11,5,1065.3,5326.5,617.874
3597,25-09-2014,31,Wholesale,USD,FLR025,65,7,12,3075.3,36903.6,1322.379
3598,25-09-2014,29,Wholesale,USD,NXH382,54,1,9,1165.8,10492.2,547.926
3599,25-09-2014,48,Wholesale,USD,FLR025,64,3,12,5875.9,70510.8,2467.878
3600,26-09-2014,45,Wholesale,USD,AXW291,2,7,5,207.7,1038.5,145.39
3601,26-09-2014,45,Distributor,USD,FLR025,64,1,7,1038.5,7269.5,872.34
3602,26-09-2014,47,Wholesale,USD,NXH382,48,1,9,6023.3,54209.7,4758.407
3603,26-09-2014,19,Wholesale,USD,NXH382,55,2,9,964.8,8683.2,501.696
3604,26-09-2014,14,Export,USD,NXH382,59,11,11,2371.8,26089.8,1351.926
3605,27-09-2014,9,Wholesale,USD,AXW291,20,1,11,884.4,9728.4,742.896
3606,27-09-2014,11,Wholesale,USD,AXW291,14,3,7,2941.3,20589.1,2058.91
3607,28-09-2014,30,Wholesale,USD,AXW291,18,2,6,1762.1,10572.6,1251.091
3608,28-09-2014,45,Distributor,USD,AXW291,6,7,9,6398.5,57586.5,5118.8
3609,29-09-2014,40,Distributor,USD,AXW291,24,11,8,1963.1,15704.8,1197.491
3610,29-09-2014,4,Wholesale,USD,AXW291,23,5,7,1038.5,7269.5,654.255
3611,29-09-2014,49,Distributor,USD,AXW291,9,13,11,1226.1,13487.1,674.355
3612,29-09-2014,47,Wholesale,USD,FLR025,63,7,11,1219.4,13413.4,841.386
3613,30-09-2014,17,Wholesale,USD,GUT930,44,8,11,5748.6,63234.6,2989.272
3614,30-09-2014,33,Distributor,USD,FLR025,63,11,12,777.2,9326.4,334.196
3615,30-09-2014,45,Wholesale,USD,FLR025,66,13,10,917.9,9179,761.857
3616,30-09-2014,31,Wholesale,USD,GUT930,34,12,6,1051.9,6311.4,462.836
3617,01-10-2014,10,Distributor,USD,NXH382,49,5,11,1132.3,12455.3,679.38
3618,01-10-2014,28,Distributor,USD,NXH382,49,1,11,6164,67804,3020.36
3619,01-10-2014,45,Wholesale,USD,NXH382,56,7,10,2539.3,25393,2082.226
3620,01-10-2014,32,Wholesale,USD,GUT930,45,6,10,6117.1,61171,3792.602
3621,01-10-2014,19,Wholesale,USD,AXW291,25,5,9,3852.5,34672.5,2465.6
3622,01-10-2014,32,Wholesale,USD,GUT930,43,7,10,3832.4,38324,2069.496
3623,02-10-2014,7,Wholesale,USD,NXH382,54,8,8,1125.6,9004.8,799.176
3624,02-10-2014,38,Wholesale,USD,NXH382,54,13,7,3088.7,21620.9,1420.802
3625,02-10-2014,29,Wholesale,USD,AXW291,4,7,10,1038.5,10385,841.185
3626,02-10-2014,27,Wholesale,USD,GUT930,40,9,12,757.1,9085.2,431.547
3627,02-10-2014,9,Export,USD,AXW291,22,1,10,214.4,2144,100.768
3628,02-10-2014,39,Wholesale,USD,GUT930,32,7,5,750.4,3752,607.824
3629,02-10-2014,28,Distributor,USD,GUT930,43,5,12,1045.2,12542.4,606.216
3630,02-10-2014,43,Distributor,USD,AXW291,17,13,11,194.3,2137.3,163.212
3631,03-10-2014,38,Wholesale,USD,AXW291,26,11,6,234.5,1407,147.735
3632,03-10-2014,29,Distributor,USD,GUT930,32,7,7,3597.9,25185.3,2698.425
3633,03-10-2014,32,Distributor,USD,AXW291,25,7,8,790.6,6324.8,387.394
3634,03-10-2014,17,Export,USD,AXW291,16,2,12,6177.4,74128.8,3891.762
3635,03-10-2014,11,Distributor,USD,AXW291,13,11,11,1112.2,12234.2,544.978
3636,03-10-2014,30,Wholesale,USD,AXW291,3,11,11,1822.4,20046.4,1530.816
3637,03-10-2014,33,Distributor,USD,AXW291,1,1,6,737,4422,302.17
3638,04-10-2014,23,Export,USD,GUT930,34,1,5,790.6,3953,656.198
3639,04-10-2014,40,Wholesale,USD,FLR025,61,11,11,1011.7,11128.7,505.85
3640,04-10-2014,20,Export,USD,AXW291,29,5,12,1165.8,13989.6,489.636
3641,04-10-2014,44,Wholesale,USD,AXW291,26,5,7,2211,15477,1392.93
3642,04-10-2014,4,Export,USD,AXW291,2,5,6,750.4,4502.4,487.76
3643,05-10-2014,19,Wholesale,USD,NXH382,55,7,5,1051.9,5259.5,725.811
3644,05-10-2014,33,Wholesale,USD,GUT930,45,1,6,5427,32562,3201.93
3645,05-10-2014,23,Wholesale,USD,FLR025,65,7,11,2505.8,27563.8,1854.292
3646,05-10-2014,28,Wholesale,USD,GUT930,36,1,9,3162.4,28461.6,2624.792
3647,05-10-2014,22,Distributor,USD,GUT930,40,11,5,3122.2,15611,1717.21
3648,05-10-2014,8,Distributor,USD,GUT930,38,8,11,1125.6,12381.6,450.24
3649,06-10-2014,50,Wholesale,USD,FLR025,64,11,5,2385.2,11926,1311.86
3650,06-10-2014,49,Distributor,USD,NXH382,59,1,9,3832.4,34491.6,2376.088
3651,06-10-2014,16,Wholesale,USD,NXH382,59,5,11,1762.1,19383.1,722.461
3652,07-10-2014,18,Distributor,USD,FLR025,62,2,11,978.2,10760.2,469.536
3653,07-10-2014,15,Export,USD,AXW291,25,1,10,3825.7,38257,2218.906
3654,07-10-2014,35,Export,USD,AXW291,18,8,12,737,8844,582.23
3655,07-10-2014,27,Distributor,USD,AXW291,11,13,9,1969.8,17728.2,1260.672
3656,07-10-2014,43,Wholesale,USD,AXW291,14,7,12,1058.6,12703.2,423.44
3657,07-10-2014,27,Distributor,USD,GUT930,39,2,5,180.9,904.5,72.36
3658,07-10-2014,2,Distributor,USD,NXH382,59,11,5,2519.2,12596,1964.976
3659,07-10-2014,32,Wholesale,USD,NXH382,52,5,8,3839.1,30712.8,2073.114
3660,07-10-2014,21,Distributor,USD,AXW291,6,11,9,5226,47034,3814.98
3661,07-10-2014,25,Distributor,USD,FLR025,64,12,12,268,3216,217.08
3662,07-10-2014,19,Distributor,USD,FLR025,62,9,8,1742,13936,1027.78
3663,07-10-2014,2,Wholesale,USD,AXW291,23,10,5,871,4355,435.5
3664,08-10-2014,3,Wholesale,USD,GUT930,43,7,6,247.9,1487.4,138.824
3665,08-10-2014,13,Distributor,USD,NXH382,59,1,6,1869.3,11215.8,915.957
3666,08-10-2014,21,Distributor,USD,GUT930,41,11,11,2579.5,28374.5,1160.775
3667,08-10-2014,16,Wholesale,USD,AXW291,14,1,11,1956.4,21520.4,1212.968
3668,09-10-2014,20,Wholesale,USD,GUT930,37,11,5,2519.2,12596,1864.208
3669,09-10-2014,46,Distributor,USD,NXH382,59,2,5,797.3,3986.5,597.975
3670,09-10-2014,30,Distributor,USD,GUT930,42,13,10,5366.7,53667,3542.022
3671,09-10-2014,30,Wholesale,USD,AXW291,25,9,5,3343.3,16716.5,1370.753
3672,09-10-2014,20,Wholesale,USD,GUT930,42,7,12,3939.6,47275.2,2836.512
3673,10-10-2014,36,Wholesale,USD,AXW291,10,5,12,2659.9,31918.8,1542.742
3674,10-10-2014,49,Wholesale,USD,NXH382,51,2,8,737,5896,405.35
3675,10-10-2014,13,Distributor,USD,GUT930,39,1,9,3108.8,27979.2,2549.216
3676,10-10-2014,9,Export,USD,GUT930,35,9,5,3423.7,17118.5,2191.168
3677,11-10-2014,20,Export,USD,AXW291,11,1,12,180.9,2170.8,121.203
3678,11-10-2014,12,Wholesale,USD,NXH382,51,10,5,1232.8,6164,505.448
3679,11-10-2014,47,Wholesale,USD,GUT930,37,1,6,6311.4,37868.4,3218.814
3680,11-10-2014,7,Distributor,USD,NXH382,56,5,6,1072,6432,728.96
3681,11-10-2014,36,Wholesale,USD,NXH382,50,1,7,268,1876,155.44
3682,11-10-2014,42,Wholesale,USD,GUT930,38,1,10,951.4,9514,627.924
3683,11-10-2014,35,Wholesale,USD,GUT930,43,1,6,2592.9,15557.4,2203.965
3684,12-10-2014,23,Wholesale,USD,AXW291,23,1,9,1159.1,10431.9,741.824
3685,12-10-2014,17,Wholesale,USD,AXW291,15,2,12,2532.6,30391.2,1646.19
3686,12-10-2014,33,Distributor,USD,GUT930,39,11,6,1996.6,11979.6,1557.348
3687,12-10-2014,23,Wholesale,USD,GUT930,43,11,5,1051.9,5259.5,610.102
3688,13-10-2014,29,Distributor,USD,AXW291,30,10,11,1842.5,20267.5,773.85
3689,13-10-2014,42,Wholesale,USD,NXH382,53,10,5,2438.8,12194,1926.652
3690,13-10-2014,37,Wholesale,USD,AXW291,27,1,11,3999.9,43998.9,2279.943
3691,13-10-2014,39,Wholesale,USD,NXH382,57,5,8,3892.7,31141.6,2413.474
3692,14-10-2014,13,Wholesale,USD,AXW291,5,7,8,3959.7,31677.6,3048.969
3693,14-10-2014,5,Wholesale,USD,AXW291,25,13,6,6204.2,37225.2,4963.36
3694,14-10-2014,11,Export,USD,GUT930,43,2,8,1098.8,8790.4,791.136
3695,15-10-2014,36,Distributor,USD,AXW291,30,13,12,1916.2,22994.4,1398.826
3696,15-10-2014,30,Distributor,USD,GUT930,36,5,5,3986.5,19932.5,3149.335
3697,15-10-2014,45,Wholesale,USD,AXW291,29,2,7,2532.6,17728.2,1874.124
3698,16-10-2014,34,Wholesale,USD,AXW291,11,9,11,1011.7,11128.7,566.552
3699,16-10-2014,4,Distributor,USD,FLR025,65,7,8,6331.5,50652,2975.805
3700,16-10-2014,24,Wholesale,USD,FLR025,65,7,8,5413.6,43308.8,3735.384
3701,16-10-2014,31,Wholesale,USD,AXW291,21,2,10,234.5,2345,136.01
3702,16-10-2014,33,Wholesale,USD,AXW291,24,5,8,241.2,1929.6,168.84
3703,16-10-2014,44,Wholesale,USD,AXW291,20,2,8,247.9,1983.2,168.572
3704,17-10-2014,9,Distributor,USD,GUT930,46,1,11,6559.3,72152.3,3345.243
3705,17-10-2014,25,Wholesale,USD,GUT930,35,5,12,1989.9,23878.8,1591.92
3706,17-10-2014,18,Wholesale,USD,NXH382,57,6,9,964.8,8683.2,627.12
3707,17-10-2014,1,Export,USD,GUT930,35,2,8,1072,8576,536
